id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle
142292d35f4ddc874faa5bb34ada689a,What does a child have to do in order to officially become a student?,read a book,drop out of school,wash dishes,enter school,study book,3,Entering School is the only way to become a scholar.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
dceea6f8fbd1b6931268c490f599952f,As he flipped through a yearbook he had fond memories of playing cornet in his what?,high school band,marching band,case,likes to day dream,museum,0,Yearbooks are typical of high school,"As he flipped through the yearbook, he reminisced about playing cornet in his high school band."
af53e06ab51bb5c717d87fad976932b0,John listened to music when he needed to focus.  It helped him achieve what?,express emotion,beautifull,irritate,bad environment,quiet mind,4,is the best since it is the best backup,John was able to focus on his task of studying for the exam because he was able to eliminate the distractions of music.  He was able to concentrate on the task at hand and achieve a better result than if he had been in a noisy or distracting environment.
81d6bc837e0c0032f94bb3392b89b31d,Some celebrities find going public useful after being caught at what?,high heel shoes,getting high,problems,press coverage,wide acceptance,1,TO GET THE HIGH POSITIONS IN  THEIR LIFE,"Going public with embarrassing photos or videos can be damaging to an individual's reputation and can cause them to lose their job, so it is generally not recommended. However, if a celebrity is willing to take the risk and wants to use the publicity to their advantage, then it can be beneficial for them.  It can help them gain wider recognition and increase their fan base."
5bf679735cdf2ef286151cb87fd85d01,"The concierge said to ask him any question that you needed answered, he said he can get you what?",give clue,analyse,think,decipher,express information,4,express information he concierge said to ask him any question that you needed answered,"By expressing information, the concierge is able to provide answers to any questions that the customer may have. "
9323cbc7ee03dc1a7154c0382f0c83e1,If someone rents a room where would the passageway to it be located?,hotel,cave,jungle,maze,freeway,0,hotels offer rooms to rent.,The passageway to the room would be located in the hotel's hallway.
ff33db8d72877624bb3e35fefb552901,Lawyers often lease where?,courtroom,sign documents,apartments,work,office building,4,military band group may be one of the few where playing the bugle has a big role,"Lawyers typically lease office buildings for their offices because it provides the necessary space and amenities for their clients, such as a conference room, reception area, and parking spaces."
697d773f9edbd76c17c52c3676da12e9,Where could you find many people standing inside?,school,supermarket,street corner,public place,space shuttle,3,Public place is the only place people could stand inside.,"Many people can be found standing in public places, such as streets, supermarkets, and airports. These places are often filled with people working, shopping, or waiting for their appointments."
3651cf2b29f1e8281c8032c73a43e91e,"The people wanted to do a demonstration, where did they decide to do it?",supermarket,public place,demolition,space shuttle,roadblock,1,There would be more people at a public place,"The people wanted to do a demonstration in a public place, such as a supermarket or a roadblock."
c20f4bfe27a5a32ee0375a969b5059e3,What are you likely to see on Independence Day?,groundhog,construction site,landmine,army,fireworks display,4,Fireworks events are often used during holidays.,"Independence Day is a day to celebrate the nation's birthday and the freedoms that it provides us with, such as the right to vote, the freedoms of speech and religion, and the right to bear arms.  A fireworks display is a great way to celebrate this day!"
cbb049c314ce4b5f0aeb8b56369ed726,What is it called when a reproduction of an original movie is made?,reproduction,junior,copy,derivative,remake,4,remake called original movie and reproduction made it,"A remake is a movie that is based on a previous work, usually of the same genre and with a similar plot. It is usually a sequel or a prequel to the original movie, and may include new characters and a new setting. However, it is not necessary to have a completely new storyline to be considered a remake.  It can also be referred to as a sequel-remake or a prequel-remake.  In general, a remake will have a lower budget than a full-fledged sequel, and will be released in theaters or on streaming platforms.  Remakes are often made for financial reasons, to capitalize on the popularity of the original movie and for the opportunity to introduce new characters and settings.  Additionally, some remakes may be made for artistic reasons, to explore a different side of the story or to introduce a new style of film-making."
c4cf53ed398406486a0f27d3cc2132ab,"She created music to share how she felt with another, what was her goal?",express emotion,quiet mind,beautifull,boredom,irritate,0,Her goal had to be expressing emotion if she wanted to share how she felt with others.,"Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
c4007cd739aee9350b92066c69bdbe3a,Space is the most important character on a keyboard. What basic thing do you need space to write?,paragraph,sentence,box,front,words,1,"A sentence, that is, words separated by spaces, is the fundamental building block of writing using a keyboard.","A sentence is a single paragraph that contains a sequence of words. Therefore, space is necessary to write a sentence."
dc6ed174ead2d7f95d8363a300f4e25b,"Sam thought that his money would grow, instead his savings only did what?",shrink,explode,diminish,get smaller,stagnant,2,"by using instead it shows that the action thought to happen did not, so the opposite of growth would be diminish","Sam's savings account experienced a decrease in value over the course of time, rather than an increase. This is because his money was being deposited in a savings account, rather than invested in a venture or product. As a result, his savings account balance decreased over time."
21cbbf634bc0864278fe8268fdb83033,WHere are baseball stadiums typically located?,urban areas,other countries,san francisco,phoenix,chicago,0,Urban areas have a larger population to drive ticket sales,"Baseball stadiums are typically located in urban areas, such as cities and towns."
91bbea8729e5cc87f80230a3c949ad43,If you're watching a horror film what are you likely to experience?,laughter,feisty,insight,being entertained,fear,4,Horror films are the only genre that can instill fear into their viewers.,"Horror films often evoke fear in their viewers due to the intense scenes of violence and gore. The intense emotions and physical reactions to the film's content can be very frightening, leading to a sense of fear and unease."
f1586b47f1f3131f6ca837fdac0fff05,What kind of entertainment may feature a talking weasel on an adventure?,children's story,forrest,mulberry bush,animated film,outdoors,3,In order to have a talking weasel there would have to be animation.,"A talking weasel in an adventure story could be used to bring a sense of humor and fun to the entertainment.  It could also be used to teach children about animals and nature.  The weasel's conversation could be used to set the tone for the entire story.  It could introduce the audience to new characters and help them to relate to the story.  In addition, the weasel's antics could help to make the story more entertaining.  Overall, a talking weasel in an adventure story can be a great way to bring a little fun and excitement to the audience."
38ba9c59feefe63078d02c2c74d10804,"If I wanted the gallery to be an equal distance from everyone, where might I put it?",downtown area,middle of town,large city,london,lot of people,1,The middle of town would be an equal distance to travel for everyone in the town,"The middle of town is a good choice for a gallery because it is in the center of activities and can easily be accessed by everyone.  It is also close to many amenities, such as restaurants, shops, and theatres."
e9e458fd173eb959d7eb021eb4660f21,How do birds have babies?,sing songs,sleep together,lay eggs,spread wings,reproduce,2,THE BIRDS REPRODUCE THE BABYS BY LAY EGGS,"Birds have babies when they are able to incubate their eggs in a safe place, such as a nest or a birdhouse. The eggs are then cared for by the mother bird until they are able to fly and find food on their own."
59850f364a09f406c30ce04665d44e29,Where would a cat sit to soak up sunlight?,barn,house,window sill,humane society,comfortable chair,2,Sun comes through windows.,A cat would sit on a window sill to get the most sunlight and ventilation.
e973202092691f93ad2c8eaaa1739979,Is has been speculated that a aliens could be communicating by doing this?,effort,farting,thinking,laugh,medium,2,Thought has to happen before any communication.,Speculating that aliens could be communicating by doing this is a thought that comes from a human mind. It is not necessarily true.
c41b829944815e18e945ba30f2f1ff2d,James was dedicated to contemplating things.  What did he seek?,revelations,hesitation,lessons,new insights,enlightenment,4,"The A choice is also valid, unlike B. He must be an very spiritual person.","James was dedicated to contemplating the unknown and seeking new insights. He was looking for ways to make sense of the world around him and find inner peace. By seeking out new knowledge and practicing self-reflection, he was able to come to a better understanding of himself and the world.  This newfound knowledge enabled him to make positive changes in his life.  He was no longer afraid to take risks and explore new opportunities.  He was able to find his own answers and create a better life for himself.  This is what James was seeking."
c02d5e5c3854a0e4b5aa8d4c0fa2cfde,What is likely to happen to someone's speech after becoming inebriated?,regret,automobile accidents,drunk driving,talking nonsense,talk intelligently,3,Talking nonsense is the only option that relates to an inebriated person giving a speech.,"Inebriation can cause a person to become more confused, disorganized, and irresponsible. Their speech can become slurred and their words can become uncoordinated and misspelled. As a result, they may be unable to express themselves clearly, or may be misinterpreted.  Therefore, it can be dangerous to drive under the influence, and it is important to know the effects of inebriation on one\u2019s speech."
474bc12cf46f82c0142991c8c44d39da,What do only some types of police do?,direct traffic,board vessels,arm themselves,help people,find drugs,0,Directing traffic is a very specific type of law enforcement.,"Police officers are responsible for directing traffic, and this includes helping to control and manage traffic flow.  They may also board vessels, arm themselves, and find drugs.  However, they are not responsible for investigating crimes or providing medical assistance.  That is the responsibility of medical personnel."
fb721d7949d06915a2dd6fc6ec815325,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,3,the process of aging in humans,Sitting to close while watching TV can cause pain in the head due to strain on the neck and shoulders. The strain is further increased if the person is not properly aligned with the TV and is watching a show with a lot of action. This can lead to headaches due to the strain on the brain from trying to keep up with the action on the screen.
bb152b2bd8a22370edfd6bd1e25c2ad6,You'll often find wine and crackers served by men in robes where?,garden centre,bar,spaghetti sauce,church,basement,3,"leaders of churches wear robes, and are typically men","Wine and crackers are often served by men in robes in churches, as they are a part of the church's service."
d0ea15900f2f1e71462a716cb4f5f9a1,"They got to the door and it was locked, he reached in his jeans what to retrieve the key?",pocket,bus depot,lock,purse,front door,0,It is the best option because it is the closest,"He couldn't find the key in his pocket, so he had to turn around and go back inside."
81c335007d27ccaa50a156d843c6ea26,"There's few places where a skyscraper just blends in, a panorama of what dense island is one of them?",big city,manhattan,metropolis,large city,village,1,Manhattan is a well known dense island.,"Manhattan is one of the most iconic cities in the world and is located on the east coast of the United States. It is known for its skyscrapers, which are some of the tallest in the world, and its vibrant nightlife. It is also home to some of the most iconic landmarks, such as the Statue of Liberty and Empire State Building. "
f6c6ff3c9d2d297d28e1dc2ed595a0e9,Where might nymphs live in a pleasure garden?,resort town,palace,subway,fairy tale,japan,3,fairytales are the only place that nymphs exisst,"In the pleasure garden, nymphs can be found in the form of fairy creatures such as elves, dwarves and sprites. They often live in caves and hidden places and can be found in the form of statues, rocks and plants."
126f44457811bf58969e9178262ca2a9,The house had been abandoned so long her stride left a clear path through the dust on the what?,closet,ground,coffee maker,attic,television,1,In last night i have abandoned so long her stride in look.,Her stride left a clear path through the dust on the ground.
07297f4dd2b47a945a431df14ee58c72,Greg's performance was mediocre.  What might his habits he like?,distinguished,unique,peculiar,exceptional,outstanding,2,"Exceptional and outstanding are positive, mediocre implies something negative","Greg's habits include playing video games late at night, waking up at noon, and avoiding exercise. These habits could suggest that he is feeling stressed and may need some extra attention."
b76eeba042f79436954aa4d2eb7768ca,Where do you go when you're about to board a vehicle on railing?,railway station,deck,flight of stairs,porch,bus station,0,Railway station are a form of transportation where the trains are on rails.,You don't need to worry about anything when it comes to boarding a vehicle on a railing; the railway station is the perfect place to do it.  It's the safest and most convenient option available.
71f31f60474efc16cc6066c94ed721e0,"Attending meeting was his priority, he had to get a good what?",understanding,start,getting information,result,fall asleep,3,The result was his reason for attending the meetings,"Attending the meeting was his priority, so he had to get the most out of it. Therefore, he had to stay alert and focused throughout the meeting."
64ed7d11776f1b1f594c6cbd33050b82,"He drank coffee every morning on his commute, he said it gave him energy for what?",play sports,obesity,work,wrestle,fatigue,2,Wrestling and playing sports doesn't usually involve a commute,Drinking coffee every morning on his commute can give him energy for his work.
cee9342bb8b93f1cc066158fbf857187,What is a good way to get food hot?,fridge,field,oven,table,cupboard,2,The only selection that provides heat to food is Oven.,Ovens are a good way to get food hot because they can heat up food quickly and evenly. They are also better than other options like microwaves or toaster ovens which can be too time consuming or uneven.
fa6a94ba5a10ee5be182a1c6ae6ce0ec,"If I was a christian in American in the 1700s, what did I do to Britain?",rebel,fail,obey,stumble,believe in jesus christ,0,what christian in American in the 1700s did to Britian was  to rebel,"In the 1700s, Christians were encouraged to rebel against the British monarchy and to advocate for religious freedom and equality.  This included activities such as organizing secret societies, publishing pamphlets, and engaging in violent protests.  Many Christians also participated in the American Revolution, which began in 1775 and ended with the signing of the Declaration of Independence in 1776."
6dd0f84c131af5f9b5a3e7c7c0d56d80,What gets rid of a mundane routine?,sophisticated,imprevist,arcane,heavenly,new,4,new rid of a mundane routine,"Achieving something new and exciting can be a great way to break up a mundane routine. It can be done by taking on a new challenge, trying a new style of cooking, going on a new trip, or simply trying something different."
22d0eea15e10be56024fd00bb0e4f72f,Where would you buy jeans in a place with a large number of indoor merchants?,shopping mall,laundromat,hospital,clothing store,thrift store,0,"When submitting your products to Merchant Center, you'll also provide ... most common reason for users abandoning their shopping choices, so you'll want to be ...","Jeans can be bought in a shopping mall.  Shopping malls have a large selection of jeans, both on sale and in stores. They also offer discounts and coupons that can make buying jeans easier."
3c565b6553f990cad788283b642ccafd,"When a leader has committed crimes against their people, what should they do?",rule nation,die,direct people,control population,step down,4,Step down is the only logical step for a leader who has committed crimes against their people.,A leader who has committed crimes against their people should step down from their position in order to allow for justice to be served and for the safety of their people. 
e31cd64da4cd207334463cb8e0422ce9,A large river drains into a tropical forest where?,countryside,channels,amazon basin,temperate zone,national park,2,Amazon Basin is the only specified body of water for the river to drain into,The Amazon basin is a large tropical river that drains into the Atlantic Ocean.
5e1176ed8ab37d2e77abfa0efc196c59,Billy didn't understand computers but he could work them.  This was because he could easily do what?,be smart,advance knowledge,follow instructions,produce sound,do work,2,"When you do well at something, it is usually because you follow instructions well.","Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
18e11decf805bfa1948950434cbb8318,What happens when humans are exposed to noises?,pet the dog,hear sounds,have sex,reproduce,drive cars,1,Hearing sounds is directly correlated to being exposed to noise.,"When humans are exposed to noises, their ears will hear the sound waves. This can cause sound to vibrate the eardrum and the brain to process the sound. In some cases, this can lead to hearing impairment. "
f04d768ab0436b966b2700bb326932a4,"The obsessive man was always washing hands, he had even done it so much once that it caused a what?",use soap,irritation,cleanliness,thinking,wet towel,1,Washing hands excessively can cause your hands to be dry and irritated thats why irritation makes more sense.,"The obsessive man was so focused on washing his hands that he neglected other aspects of cleanliness, such as using soap. This caused his hands to become so dry and irritated that he had to wash them again."
b3772647b99101858905be730bbd8bd3,Why would you rest if you've got other things to do?,weak,regenerate,feel more energetic,revive,need to,4,The only reason to rest when busy is out of necessity.,"When you have other things to do, resting can help you stay focused and energized. It can also help you regain your strength and focus after a period of intense activity."
d1e206c577e90cc8b881d41f7dd209e7,Where is refuse stored for a long time?,incinerator,wastebasket,waste basket,dump,garbage can,3,"Refuse is trash, and trash goes to the dump.",Refuse is usually stored in a dumpster or garbage can for a long time.
2dca6788963401663c91af9c2164a8d4,Why might someone be going into a trance?,disorientation,loss of control,closed eyes,hallucination,confusion,1,"Loss of control generally refers to lack of the ability to provide conscious limitation of impulses and behavior as a result of overwhelming emotion. States of agitation such as fighting, screaming, and uncontrollable weeping are most often thought of as behavior illustrative of loss of control.","A trance is a state where an individual is unable to respond to external stimuli and is instead focused on internal thoughts and feelings. This can be caused by a variety of factors, such as anxiety, stress, lack of sleep, and diet."
6f817c37ca3af6e8a1ae0ace4db670c5,Billy wanted to have rest because he needed to do what?,go to bed,eat fish,relax,get tired,lie down,2,They have internal instincts,"Billy wanted to have rest because he needed to do what? \n\nAnswer: 2. relax \n\nExplanation: Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
fc5b0fccfb285d14b45ceba7b7302475,What is one of the largest areas with lizards in it?,garden,south america,arctic,utah,new hampshire,1,South America is the largest place.,The largest area in the world with lizards is the tropical rainforest of South America. These lizards can reach a size of up to 12 inches long and can live in temperatures as low as 50 degrees Fahrenheit. 
96b45a25923641c2228519f763911c8f,What type of areas have parking lots for stores?,urban area,business district,airport,amusement park,commercial,0,"Amusement parks have their parking lots for visitors, not stores, business districts are known for having parking meters, but might have parking lots as well, however, urban areas often have garages and lots for businesses.",None.
69993ab69debddcb7860984d9618ecc8,What feeling might propel one to instituting civil action?,complications,tiredness,anger,trial,court case,2,"anger is a feeling, unlike court cases and trials",Anger is a feeling that can propel someone to institute civil action.
bdd4f719543bf5752f51509e7e5046df,"The weasel was scavenging in the cold winter on a farmer's land, where was he likely?",fairytale,mountain,great outdoors,corn fields,chicken coop,3,"The weasel went to a land that is seeded, as a farmer land",The weasel was likely scavenging in the corn fields because it is a rich source of food and would be a good place to hide from predators in the cold winter weather. 
7fc9b27fbaa352c8d33a3b9b50b03f8f,What is the best place to store a pen?,office supply store,walmart,classroom,neighbor's house,desk drawer,4,A desk drawer is safe to store starioneries,"The best place to store a pen is in the desk drawer. This is because pens are typically used on a regular basis and it is convenient to keep them in a place where they can be easily accessed. Furthermore, pens can often be replaced or lost easily, so it is best to store them in a secure location."
9299a6bedf08ee7bbc3a79b8390a4018,"If I was getting drunk and lost control of my inhibitions, what might happen to me?",pregnancy,forgetfulness,pass out,death,slurred speech,2,Losing control of your inhibitions will likely lead to passing out.,"If you are getting drunk and lost control of your inhibitions, you could end up pregnant, forgetful, or dead. Depending on your choice, you could also end up with a slurred speech."
3cde742a970872d55a9552750ec94a39,Where do  you park in the parking lot with shopping bags?,amusement park,urban area,airport,shopping malls,train station,3,"If you are in a parking lot with shopping bags, logic stands to reason that you were at the mall.","Shopping malls are typically located in urban areas, near the airport or train station, for convenience of the shoppers.  Therefore, it is the most suitable option for you.  "
299c6b90bf98ae4ffe0befea380d8ae3,Round bread covered with cheese and pepperoni comes out of an oven at what sort of eatery?,restaurant,prison,refrigerator,pizza place,own home,3,This is a good description of a pizza so that is the most likely choice.,A pizza place is the sort of eatery where round bread covered with cheese and pepperoni is prepared and served. 
cab02a09e4c43c89b26c984bcc6eb5e3,what is likely the fate of a lying employee?,the lie will haunt them forever,being found out,feeling guilty,problems,being fired,4,LIKELY THE FATE OF A LYING IN BEING FIRED.,"A lying employee is likely to suffer from serious consequences such as being fired from their job.  Being found out is also likely to cause serious damage to their reputation, making it difficult for them to find another job. Finally, feeling guilty is likely to lead to further problems for the employee, such as depression or anxiety.  Therefore, it is advisable to assume that the fate of a lying employee is likely to be serious consequences."
b2a8b49f574a9b757f10b7566ecfe719,Where might someone need a small table?,kitchen,demonstration,apartment,corner,furniture store,2,An apartment is the smallest choice. Demonstrations or furniture stores usually require bigger tables.,"A small table can be used in the kitchen, a demonstration room, an apartment, a corner, or a furniture store."
781f925a12dc5d88bda34e1e628f4978,Sarah opened his chest and found a second heart.  Her patient might not be what?,istanbul,animal,antique shop,human being,bedroom,3,Human beings only have one heart.,"The patient is a human being, not an animal or antique shop."
17e5e2f42d600c5f5c4c38eb2cbd7314,"The person knew the police were after him, so what did he do?",the sun,catch cold,prepare to go,feel humiliated,hunt for food,2,"if the police are after him, he ought to be running not to be caught.","The person knew that the police were after them, so they decided to lay low and wait for a chance to escape.  They could either go to the police station or book a flight, depending on how desperate they wanted to be.  Either way, they knew that their only chance of survival was to stay low and hide their identity."
5fa05c43e9f8a7e202cdb58b752b585c,Where would you go to find a mammoth?,egypt,encyclopedia,excavations,ancient times,south dakota,2,mammoth are found in places of excavations,Excavations are the best place to find a mammoth because they are the only place where the remains of large mammals can be found.
f51af67b77735543214a526384d656ea,How can music help someone who is down?,beautifull,express feelings,they cannot heal and feel beautiful,provide comfort,sound good,3,provide comfort can music help someone who is down?,Music can help someone who is down by providing them with a sense of hope and comfort. It can help them feel beautiful and express their feelings in a way that is both uplifting and empowering.  It can also provide them with a sense of security and provide them with the motivation to keep going.
26fbaea352fde93aa17cd54a79093553,"The competitive guy liked to play games, what was his goal?",entertaining,dice,win,bored,relax,2,being competitive means that you want to win.  Entertaining and relax don't make sense in a competitive context,"The competitive guy was looking to win games, not just entertain himself."
0ac710beb48456b7ff5294748185fb3d,Playing chess is like most things where practice helps to build your what at it?,sharking abilities,opponent,thought,skill,intelligence,3,play the chess important skills,"Playing chess requires a lot of skill, especially when it comes to strategizing and planning ahead.  You must be able to think several steps ahead in order to create a plan of attack and defend, as well as manage your resources and time effectively. Practicing chess can help you develop your skills and improve your game.     "
ec398d60c4a7775e89f2a4516c248619,Where could you find a bookstore?,town,carpeting,city,phone book,magazines,2,bookstore can be found in places so it is city,"A bookstore can be found in most cities, usually in a public library, bookstore or cafe. It is usually located near the center of the city. "
a48e012632bf48ca957b0b1a721586b4,"The plants are hungry, what do they need to do for satiation?",reproduce asexually,dont drink water,bear fruits and vegetables,photosynthesis,grow tall,3,"since they do not eat food, they have to make their own through photosynthesis",Photosynthesis is the process by which plants use light energy to convert carbon dioxide and water into oxygen and glucose. This process is essential for the sustenance of life on earth.
f040efd06c6c91536d95b15f9fa5d655,Why do people like eating hamburgers?,clogged arteries,tasty,have fun,indigestion,gain weight,1,people like eating hamburgers because it tasty,"People like eating hamburgers because they are a delicious source of protein and fat, and because they can be enjoyed both as a meal in themselves and as part of a larger meal.  They are also a convenient source of energy, as they are high in carbohydrates and provide sustained energy.  Additionally, hamburgers are often a good source of iron and calcium, two important minerals that help to keep our bodies healthy.  Eating hamburgers can also be a great way to boost our mood, as the protein and fat in them helps to improve our concentration and brain function.  Finally, hamburgers are a great way to have fun with friends, as they can be enjoyed both as a meal in themselves and as part of a larger meal."
4fea17fed91b3c8528b022fe568e9da8,Jan wasn't very good at studying.  What might help him study better?,having a bigger brain,headaches,inspiration,more intelligence,understanding,3,"Synonyms for more intelligent at Thesaurus.com with free online thesaurus, antonyms, and definitions. Find descriptive alternatives for more intelligent.",Having more intelligence will help Jan understand the material better and will help him stay focused and motivated when studying.
66fb6d840adafcbdb0772e5d59cc4b69,Where would you write down a passage?,labyrinth,bible,hotel,diary,journal,3,diary would you write down a passage?,Writing down a passage in a diary would be the most effective way to keep track of memories and thoughts while writing a journal.
26bf5528411450039c31d4b1dd1ea7e2,What might a child do with cards?,play with toys,play ball,hear stories,play games,do homework,3,"Cards are most likely to be used for game playing here, since it does not help to hear stories or play with other toys.","A child may play with cards by having fun and entertaining themselves or their friends. For example, they may create a game of charades or go through a card catalog to find funny images or jokes."
8b68976fb66b8b457663517db0cc959d,"The planned sky scraper was still years away from completion, but excavation had begun where?",cemetary,mountain,desert,construction site,archeological site,3,that's the best option since that's where there are more roses,"The planned sky scraper was still years away from completion, but construction on it had already begun.  This means that the site where it would be built will be a construction site."
d94837c898946f43f1d9e59d13a07e35,Jim is fiddling in a barn while couples ritualistically circle each other.  What might the couples be doing?,discovery,make music,attacking him,dancing about,square dancing,4,The most likely dance you would do in a barn is the square dance,"Jim is likely square dancing with a group of friends, as the couples are likely doing a type of dance that requires them to be in a square formation."
32ad81f4e4b9bc8fa64d1c7fa10ea72f,Where do you watch garbage?,television,dumpster,landfill,fox news,trashcan,0,"the verb ""watch"" implies viewing a program on a television",You can watch garbage on television.  Television is a form of garbage.  ;-)
36366a204121f6c7edcb459d00fb5429,"If student work hard, how would they be expected to perform?",excel in soccer,do well,read books,amount to,better comprehension,1,"Doing well is the normal, hopeful outcome of working hard.",Working hard will be expected of students if they are striving to achieve success in their chosen field.  They should be able to perform better than before if they are willing to put in the effort.  Hard work pays off and students should be rewarded for their efforts.
8a1f216c1456e579a2487d64bf84214d,Devil's food is something you can win at what fundraising game popular at churches?,satanism,angel,yoke devil,cakewalk,god,3,Neither angel nor god are fundraising games. Cakewalk is.,"Devil's food is a type of food that is popularly found at churches and other religious institutions. It is typically made up of cakes, cookies, and other sweets, which are often decorated with religious symbols or messages. This type of food is often used to raise money for religious causes and is often a part of religious festivities.  Therefore, it would be classified as \""devil's food\""."
289addcb06f353f3a306164008ff8f2b,Female ants don't have wings and can only get around by doing what?,crawl,follow one another,running,circle food,fly,0,To get around means moving to different places and without wings they will need to crawl.,"Female ants have wings, but they are too small to be used for flying. Instead, they use their wings to crawl along the ground."
c3ccee4a194578113dee174429927695,"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?",die at home,cross street,climb stairs,make dinner,love objects,2,"If they have a basement, they have multiple floors. Most homes have stairs to climb.","In order to put away clean laundry in the bedroom, you will need to climb stairs."
93cdaa3a2af5822034be244004277fa3,Glass that hasn't been treated to be extra strong is what?,weak,fragile,forceless,regular,flimsy,1,the opposite of strong glass is fragile.,"Glass that has been treated with a strengthening agent, such as sodium citrate, is known as fragile. This type of glass is more breakable and can be shattered more easily when struck by a blow or dropped object."
b09565ee419576bc451a65a1013443ec,Where would you use a changing room before gym?,gym,clothing store,change baby's diaper,department store,schools,4,Gym is being referred too in a school setting,"Changing rooms are typically used in schools for things like changing into athletic clothes, fixing up loose ends, and getting ready for class."
ca2328a4021800b7edf6d9fb45222c87,"If you hit a person with a stick, it is likely that they will do what?",own object,suffer pain,hit you back,turn blue,thank god,1,Only pain is a necessary outcome of getting hit with  a stick.,"When someone hits you with a stick, it is likely that they will suffer some form of pain, whether it be physical, emotional, or psychological."
84bb162744120d5bdce80b30c3c39074,Why might you be found grooming yourself in the mirror on the way out the door?,cleanliness,mistakes,anxiety,beauty,neatness,4,To give an impression of neatness to others.,Grooming oneself can be a sign of self-care and a way to relieve stress. Taking the time to do so can help to improve one's overall sense of well-being.
82a3c455bcd5bb4306c9e788976d3187,Who is likely to use too much salt?,shaker,fast food restaurant,kitchen cupboard,people,table,1,place of employment of business,"People are likely to use too much salt in fast food restaurants, as it is a major contributor to flavor fatigue. Therefore, this type of food is more likely to be high in sodium than other types of food."
af92d1905e7161d9fd39ebb7b7496800,What's it called when you change a contract?,signed,revised,folded,written on paper,rejected,1,That is what changing a contract is called.,"When you revise a contract, you are updating the terms and conditions of the agreement to make them more favorable to both parties.  You can also add or delete clauses from the agreement as needed."
7f66e8ab425fd98fbd0474a577c372f0,"Billy loved climbing, and he eventually suffered a brain injury due to what?",getting higher,loss of oxygen,falling,blisters,ascending,1,if you lose oxygen you will suffer brain damage,"Billy loved climbing, and he eventually suffered a brain injury due to lack of oxygen as he climbed too high and became too tired to continue."
f71f779f8c06b306088009b2f75620a3,"The man was happy to be seeing his idea become a reality, and knew his father would be proud, what did he feel in himself?",fulfilling,pain,excitement,inspiration,manual,0,is the best since it is the best backup,"The man was happy to see his idea become a reality, which indicates that he felt a sense of fulfillment. He knew that his father would be proud of him, which further confirms that he was happy."
380ce2ad5f5e9b4dbacaba6cce4af63b,"A beaver is taking logs from a Pacific beach, where is it located?",washington,ontario,books,canada,in russia,0,washington state is on the pacific ocean,"A beaver is taking logs from a Pacific beach in Washington, USA."
2283c0f16ce6e22bc656088e763fa6f4,Where could you find a cow that is not real?,nebraska,fairy tale,advertisement,moon,slaughter house,1,is the best option in all,"A fairy tale is a story that is usually told around a fire at night, so it would not be unusual to find one that is not real.  Typically, these stories will contain elements such as magic, mythical creatures, and enchanted objects.  In the example given, the cow is described as having magical powers, so it could be considered a fairy tale cow."
5df8a8c26fd4b4f2a340253c755b3790,"I live in a rural area, so where am I likely going if I drive through a turnpike?",drive to work,urban region,atlas,countryside,eastern united states,1,Urban regions are the only areas to have turnpikes,"You are likely going to work in an urban region, which includes cities and towns. "
19e1b7335bf4bd8f024e5b9338f9e990,"Sean was an honest person, but his married June, who wasn't honest at all. In fact, who was very what?",untruthful,liar,untrustworthy,disloyal,deceitful,4,People who aren't honest can be called deceitful.,Sean was honest but his wife June was not. June was very untrustworthy and dishonest.
7d685513f555a58c4e710da8605de22c,"Other than water, sugar is the main ingredient in what?",candy bar,soda pop,coffee,tea,cupboard,1,Soda pop is known to be mostly sugar so makes soda pop the likely answer.,Sugar is the main ingredient in soda pop.
f621ca74254485c63af0ec3b0b4a7bcd,Why might a person take a vacation?,relaxation,good things in life,admiration,own house,needs money,0,Vacations are taken to remove stress from your everyday life,"Taking a vacation can be a great way to relax and get away from the daily demands of life. It can be used to admire the beauty of the world around us and to gain a sense of perspective and balance. It can also be a great way to spend time with family and friends, or to explore a new place. Ultimately, it is a great way to take a break from the struggles of life and to gain a much needed break."
af80e107d16c2c53872c9c5f604cf48a,Where is a motorway likely to have tolls?,england,europe,city,new jersey,interstate,3,new jersey has tolls and most of new england doesn't,"A motorway is most likely to have tolls in a new jersey because it is a state-funded highway system that is designed to charge motorists for using the road.  The tolls are usually collected in the form of cash, surcharges or fees based on the type of vehicle and the distance traveled.  New Jersey is one of the few states that charge motorists for using congested highways, and this system is designed to generate revenue for the state."
345ef4284fe26344721d67e157ef7255,Lighting a match in a dark tunnel is most likely for what?,starting fire,illumination,heat,make fire,frustration,1,"A dark tunnel requires illumination in order to get through it, thus lighting a match.","Because a chess set is a collection of chess pieces, it would be a good place to store a chess pawn when it is not being used. "
